平台,日期,评价时间,门店,城市,总体评分,口味评分,包装评分,配送评分,配送满意度,评价内容,回复,点赞,点踩,申诉,关键词,商品明细
美团,2026-08-07,2026-08-07T19:07:39,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,“地道还原”“份量充足”,谢谢夸奖，我们会继续努力保持地道风味和充足份量！希望下次能再次为您带来满意的美食体验。,nan,nan,nan,nan,"【爽口素菜?】素菜任意拼(小份200克,毛豆,豆皮,海带结),单价9.9*数量1/麻辣鸭架(1个),单价4.8*数量1/麻辣鸭锁骨250克(250克,切开),单价28.0*数量1"
美团,2026-08-07,2026-08-07T12:37:34,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,煌上煌的酱鸭翅色泽油亮、芝麻点缀，卤香浓郁肉质紧实，追剧下酒都过瘾，一口下去酱汁四溢超满足！,谢谢你的赞美和喜爱，我们非常高兴你能享受我们的酱鸭翅！我们会继续努力保持和提升品质。期待下次能再次为你带来满意的美食体验。,nan,nan,nan,nan,"麻辣鸭掌/个(1个),单价5.0*数量1/甜椒鸭掌/个(1个),单价5.0*数量2/甜椒翅中/个(1个),单价3.9*数量3/麻辣鸭掌/个(1个),单价1.8*数量1/招牌卤鸭掌/个(1个),单价5.0*数量2"
美团,2026-08-07,2026-08-07T11:01:21,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"麻辣翅中/个(1个),单价3.9*数量3/【人气王?】椒香半边鸭头·战神鸭头(1个),单价0.99*数量1/麻辣鸭掌/个(1个),单价5.0*数量2/酱香鹌鹑(1只),单价8.0*数量1"
美团,2026-08-14,2026-08-14T21:51:07,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,#麻辣鸭掌/个# #甜椒鸭掌/个#还是煌上煌好吃，吃了老想吃，香辣入味,nan,nan,nan,nan,nan,nan
美团,2026-08-14,2026-08-14T20:29:34,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,好吃，味道绝佳，口感独特，颇有创新，经典搭配 堪称美味。,nan,nan,nan,nan,nan,nan
美团,2026-08-14,2026-08-14T19:58:08,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,nan,nan,nan,nan,nan,nan,nan
美团,2026-08-14,2026-08-14T18:31:26,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,“肉质鲜嫩”“菜量实在”好吃,nan,nan,nan,nan,nan,nan
美团,2026-08-14,2026-08-14T17:02:21,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,也太香了吧，非常入味，硬硬的  就是有点辣，边看剧边吃，简直了,nan,"【根本停不下来?】招牌手撕酱鸭,【爽口素菜?】素菜任意拼",nan,nan,nan,nan
美团,2026-08-13,2026-08-13T23:21:01,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,味道很不错，分量很足，食材新鲜，配送速度快，包装完好没有撒漏，整体特别满意，推荐！,谢谢你的五星好评！很高兴你能喜欢我们的美食和配送服务。我们会继续努力保持食材新鲜，提升配送效率，确保包装完好。期待你的下次光临！,nan,nan,nan,nan,nan
美团,2026-08-13,2026-08-13T21:09:23,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,nan,nan,nan,nan,nan,nan,"【爽口素菜?】素菜任意拼(小份200克,藕片,腐竹,面筋),单价9.9*数量1/【根本停不下来?】招牌手撕酱鸭(小份约200克,酱辣),单价33.7*数量1"
美团,2026-08-13,2026-08-13T20:22:50,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,1.0,不满意,nan,nan,nan,nan,nan,nan,nan
美团,2026-08-13,2026-08-13T16:56:39,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,1.0,不满意,nan,nan,nan,nan,nan,nan,nan
美团,2026-08-13,2026-08-13T11:30:34,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,nan,nan,nan,nan,nan,nan,"麻辣鸭掌/个(1个),单价5.0*数量2/【爽口素菜?】素菜任意拼(小份200克,毛豆,腐竹,毛豆),单价9.9*数量1/【根本停不下来?】招牌手撕酱鸭(小份约200克,麻辣),单价33.7*数量1/麻辣鸭架(1个),单价8.9*数量2/煌家福利可乐啤酒二选一(珠江啤酒),单价3.0*数量1"
美团,2026-08-12,2026-08-12T21:19:32,煌上煌酱鸭(赣州万象城金街店),赣州,,,4.0,5.0,满意,nan,nan,nan,nan,nan,nan,"麻辣鸭掌(大份（约250克）),单价32.13*数量1"
美团,2026-08-12,2026-08-12T17:31:29,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,餐品分量非常扎实，这家店的外卖包装干净卫生，有点闲,收到好评非常开心，感谢您的支持！我们会继续努力保持高品质。期待下次光临！,nan,nan,nan,nan,"麻辣鸭掌/个(1个),单价5.0*数量3/麻辣鸭架(1个),单价4.8*数量1/【爽口素菜?】素菜任意拼(小份200克,毛豆,藕片,面筋),单价9.9*数量1"
美团,2026-08-12,2026-08-12T16:46:19,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,1.0,不满意,单点了一份解解馋。还行吧。我以为是甜的。结果不是。啊哈哈哈哈。,谢谢您对我们的理解，很高兴您觉得还行。对于甜度的误会，我们下次会更加注意，确保准确满足您的口味。希望有机会能为您带来更好的体验！,nan,nan,nan,nan,nan
美团,2026-08-12,2026-08-12T14:44:28,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,这家店的外卖包装干净卫生，菜品食材新鲜又卫生，餐品物有所值，很划算，,感谢您的好评！很高兴您对我们的外卖服务和餐品质量满意。我们会继续努力保持高标准，期待您的下次光临！,nan,nan,nan,nan,"香卤鸭架(1个),单价4.8*数量1/煌家福利可乐啤酒二选一(可乐),单价3.0*数量1/【爽口素菜?】素菜任意拼(小份200克,毛豆,面筋,海带结),单价9.9*数量1"
美团,2026-08-12,2026-08-12T13:35:26,煌上煌酱鸭(赣州万象城金街店),赣州,,,5.0,5.0,满意,nan,nan,nan,nan,nan,nan,"香辣蟹钳(约250克（大份）),单价45.8*数量1"
美团,2026-08-06,2026-08-06T22:03:58,煌上煌酱鸭(景德镇十八桥店),景德镇,1.0,1.0,1.0,5.0,满意,4块肉。两块鸭脖……两片腐竹。4个豆角……你这,非常抱歉让您感到不满意，我们一定会改进并确保每份餐品都符合预期。感谢您的反馈，期待能为您提供更好的服务。,nan,nan,申诉成功，保留评价不计入评分,nan,"煌上煌香卤烧鸭饭+随机素菜(微微辣),单价11.2*数量1"
美团,2026-08-06,2026-08-06T11:02:35,煌上煌酱鸭(景德镇十八桥店),景德镇,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-08-04,2026-08-04T19:46:09,煌上煌酱鸭(景德镇十八桥店),景德镇,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-08-02,2026-08-02T10:24:52,煌上煌酱鸭(景德镇十八桥店),景德镇,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-08-04,2026-08-04T20:46:58,煌上煌酱鸭(中信龙盛广场店),深圳,,,4.0,5.0,满意,nan,nan,nan,nan,nan,nan,"香卤鸭肠(小份(约120g)),单价27.6*数量1/招牌卤鸭掌(不辣)(小份(约160g)),单价25.8*数量1/香卤鸭脖(微辣)(特小份(约120g)),单价15.4*数量1"
美团,2026-08-03,2026-08-03T23:35:13,煌上煌酱鸭(中信龙盛广场店),深圳,,,5.0,5.0,满意,好评 ,nan,nan,nan,nan,nan,"酱香卤鸭脖(中份(约250g)),单价31.8*数量1"
美团,2026-08-03,2026-08-03T21:48:18,煌上煌酱鸭(中信龙盛广场店),深圳,,,5.0,1.0,不满意,nan,nan,nan,nan,nan,nan,nan
美团,2026-08-05,2026-08-05T01:12:34,煌上煌酱鸭(东莞虎门赤岗店),东莞,,,5.0,1.0,不满意,"这家店的外卖包装干净卫生, ",感谢您认可外卖包装的干净卫生，期待下次能为您带来更多美味～,nan,nan,nan,nan,nan
美团,2026-08-04,2026-08-04T23:10:48,煌上煌酱鸭(东莞虎门赤岗店),东莞,,,3.0,5.0,满意,妈的，是不是放辣椒精了，板鸭搞这么辣。之前吃挺香的，现在怎么这么辣。,您好，感谢您的反馈，我们非常抱歉这次的口味让您感到不愉快。对于辣度的问题，我们会立即调查并确保未来的产品质量。希望有机会能弥补这次的不完美体验。,nan,nan,nan,nan,"素菜双拼（特价）(小份（约120g）,腐竹,海带结),单价8.8*数量1/招牌煌家酱鸭280g(香辣)(280克,(切开)非整只),单价68.8*数量1"
美团,2026-08-03,2026-08-03T01:34:56,煌上煌酱鸭(东莞虎门赤岗店),东莞,,,5.0,1.0,不满意,nan,您的一个好评，一句简单的满意或者不错，足以感动到我们内心澎湃！有您相伴，我们会做到更好哒。,nan,nan,nan,nan,nan
美团,2026-08-02,2026-08-02T22:31:59,煌上煌酱鸭(东莞虎门赤岗店),东莞,,,5.0,1.0,不满意,nan,收到您的好评，我们干劲十足！感谢您的认可，我们会像对待第一单生意一样，永远保持热情和真诚，欢迎您随时回来！,nan,nan,nan,nan,nan
美团,2026-08-02,2026-08-02T19:22:22,煌上煌酱鸭(东莞虎门赤岗店),东莞,,,5.0,5.0,满意,nan,感谢您的认可！您的满意就是我们店里最好的“荣誉勋章”，我们会把它挂在心上，努力做得更好，欢迎常来！,"招牌卤鸭掌(麻辣),香卤鸭脖(麻辣)",nan,nan,nan,"招牌卤鸭掌(麻辣)(小份(约160g)),单价25.8*数量1/香卤鸭脖(麻辣)(特小份(约120g)),单价15.4*数量1"
美团,2026-08-08,2026-08-08T08:09:59,煌上煌酱鸭(景德镇十八桥店),景德镇,,,5.0,1.0,不满意,"餐品分量非常扎实, ",感谢您的好评！很高兴您对餐品分量满意。我们会继续努力保持品质。,nan,nan,nan,nan,nan
美团,2026-08-07,2026-08-07T14:36:44,煌上煌酱鸭(景德镇十八桥店),景德镇,5.0,5.0,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"煌上煌香卤鸭脖100g(微辣),单价10.3*数量1"
美团,2026-08-10,2026-08-10T19:40:32,煌上煌酱鸭(中信龙盛广场店),深圳,,,5.0,1.0,不满意,nan,nan,nan,nan,nan,nan,nan
美团,2026-08-11,2026-08-11T00:30:49,煌上煌酱鸭(东莞虎门赤岗店),东莞,,,5.0,1.0,不满意,"这家店的外卖包装干净卫生, ",很开心您认可外卖包装干净卫生呀，感谢您的好评，期待下次再为您呈上美味~,nan,nan,nan,nan,nan
美团,2026-08-08,2026-08-08T16:12:36,煌上煌酱鸭(东莞虎门赤岗店),东莞,,,1.0,5.0,满意,“食材不新鲜”“油腻重盐”素菜咸，这个翅膀是酸的，就锁骨还好。真是糟糕透了,您好，非常抱歉让您有此不愉快的用餐体验，对于食材新鲜度和口味的问题我们深感遗憾。我们一定会认真改进，确保提供更优质的食物。感谢您的反馈，您的满意是我们最大的追求。,香卤鸭锁骨(麻辣),"素菜3拼套餐,一人食|鸭翅中(微辣)",nan,口味口感,"香卤鸭锁骨(麻辣)(小份(约150g),(切开)非整个),单价15.8*数量1/素菜3拼套餐(360克,毛豆120g,腐竹120g,酸辣脆莲藕120g),单价23.8*数量1/一人食|鸭翅中(微辣)(小份(约180g)),单价20.6*数量1"
美团,2026-08-07,2026-08-07T18:15:56,煌上煌酱鸭(东莞虎门赤岗店),东莞,,,5.0,1.0,不满意,nan,感谢您的认可！您的满意就是我们店里最好的“荣誉勋章”，我们会把它挂在心上，努力做得更好，欢迎常来！,nan,nan,nan,nan,nan
美团,2026-08-07,2026-08-07T04:38:56,煌上煌酱鸭(东莞虎门赤岗店),东莞,,,5.0,5.0,满意,鸭脖有一股淡馊味其它还好,感谢您的反馈，我们非常抱歉鸭脖让您感到不愉快。我们会立即调查并改进制作流程，确保提供更优质的产品。感谢您选择我们的外卖服务，期待能有机会弥补这次的不完美体验。,nan,nan,nan,nan,"香卤鱼豆腐(小份(约200g)),单价10.9*数量1/香卤鸭脖(麻辣)(小份(约200g)),单价24.6*数量1/香卤鸭头(麻辣)(1个,(切开)非整个),单价9.9*数量2"
美团,2026-08-14,2026-08-14T10:09:19,煌上煌酱鸭(景德镇十八桥店),景德镇,,,5.0,5.0,满意,nan,nan,nan,nan,nan,nan,nan
美团,2026-08-13,2026-08-13T17:12:37,煌上煌酱鸭(东莞虎门赤岗店),东莞,,,5.0,1.0,不满意,nan,谢谢亲的鼓励！您的满意是我们前进的光，我们会保持初心，不断提升，期待下次与您相遇～,nan,nan,nan,nan,nan
美团,2026-08-01,2026-08-01T09:41:59,煌上煌酱鸭(澄迈洪都购物广场店),澄迈县,,,5.0,1.0,不满意,"餐品分量非常扎实, 加入回购清单, 这家店的外卖包装干净卫生, ",亲，非常感谢您夸赞餐品分量扎实并认可外卖包装卫生，很高兴能获得您的认可，期待您下次继续选择呀~,nan,nan,nan,nan,nan
美团,2026-08-04,2026-08-04T22:42:19,煌上煌酱鸭(吉安城建花园店),吉安,,,3.0,1.0,不满意,在他家买过好几次，这次是最差的，蟹脚里面的肉好干吧，是那种放了好多天，风干的，没味道不新鲜菜品食材不够新鲜卫生，,nan,nan,nan,nan,口味口感,"香辣蟹钳(约250克（大份）),单价40.8*数量1"
美团,2026-08-05,2026-08-05T11:24:37,煌上煌酱鸭(卤味饭·樟树店),宜春,,,5.0,1.0,不满意,nan,谢谢您的支持与鼓励！能够得到您的认可我们倍感荣幸，一定会继续努力提升品质，欢迎您下次再来体验！,nan,nan,nan,nan,nan
美团,2026-08-05,2026-08-05T01:53:54,煌上煌酱鸭(卤味饭·樟树店),宜春,,,3.0,5.0,满意,#酱香牛肉串#都馊了还拿出来卖！?,真的很遗憾这次让您遇到了不愉快的体验，对于食物品质的问题我们深感歉意。我们一定会加强质量控制，确保每一份食物都新鲜可口。感谢您的反馈，我们会努力改进，希望能再次得到您的支持和喜爱。,nan,nan,nan,nan,"[有嚼劲啃到爽]鸭脖(约160克（中份）,麻辣),单价21.5*数量1/酱香牛肉串(约130克（小份）),单价28.8*数量1"
美团,2026-08-04,2026-08-04T19:17:43,煌上煌酱鸭(卤味饭·樟树店),宜春,,,5.0,1.0,不满意,nan,感谢您的好评鼓励！您的支持让我们更有干劲，一定会继续努力做到更好，期待下次为您提供更棒的服务！,nan,nan,nan,nan,nan
美团,2026-08-02,2026-08-02T13:06:44,煌上煌酱鸭(卤味饭·樟树店),宜春,,,5.0,1.0,不满意,好,感谢您的认可，期待下次能为您带来更好的用餐体验！,nan,nan,nan,nan,nan
美团,2026-08-05,2026-08-05T22:20:30,煌上煌酱鸭(连滩镇建设路店),云浮,,,1.0,5.0,满意,鸭脖子变质的。店员人挺好的。就是食物不怎样,谢谢亲的认可！您的肯定让我们更有信心，我们会把这份鼓励化作行动，用心做好每一个当下，期待再次为您服务。,nan,nan,nan,外观,"香卤鸭脖【不辣】(小份约240g),单价31.9*数量1/素菜三拼200g（超值）(200克,莲藕,毛豆,海带结),单价14.8*数量1/招牌卤鸭掌【不辣】(小份约4只),单价23.9*数量1"
美团,2026-08-06,2026-08-06T18:08:40,煌上煌酱鸭(吉安县城东菜场店),吉安,,,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"手撕酱鸭拼盘(1盒),单价36.9*数量1/米饭(1人份),单价2.0*数量1"
美团,2026-08-04,2026-08-04T19:47:16,煌上煌酱鸭(吉安县城东菜场店),吉安,,,2.0,5.0,满意,非常难吃，而且还有一股味道，感觉被人用臭脚踩过一样，还有商家也是一样的把我们当原始人类我们花30多块钱一双手套，一双筷子都不给我配，让我们用手抓?,"111





































































































































































































































































































111",nan,nan,nan,口味口感,"柠檬无骨凤爪(约130克（小份）),单价22.8*数量1/酱香鹌鹑(1只),单价8.0*数量1"
美团,2026-08-01,2026-08-01T19:16:39,煌上煌酱鸭(吉安县城东菜场店),吉安,,,5.0,1.0,不满意,nan,谢谢亲的鼓励！您的满意是我们前进的光，我们会保持初心，不断提升，期待下次与您相遇～,nan,nan,nan,nan,nan
美团,2026-08-01,2026-08-01T09:59:41,煌上煌酱鸭(吉安县城东菜场店),吉安,,,5.0,5.0,满意,nan,感谢亲的肯定！我们会保持初心，用心对待每一位顾客，期待下次为您带来更贴心的服务，祝您事事顺心！,nan,nan,nan,nan,"米饭(1人份),单价2.0*数量1/燕京鲜啤(500克),单价5.0*数量1/手撕酱鸭拼盘(1盒),单价36.9*数量1"
美团,2026-08-11,2026-08-11T12:01:39,煌上煌酱鸭(卤味饭·樟树店),宜春,,,5.0,1.0,不满意,nan,感谢您的认可！您的满意就是我们店里最好的“荣誉勋章”，我们会把它挂在心上，努力做得更好，欢迎常来！,nan,nan,nan,nan,nan
美团,2026-08-09,2026-08-09T20:06:10,煌上煌酱鸭(卤味饭·樟树店),宜春,,,4.0,1.0,不满意,nan,收到您的好评，我们像中了彩票一样开心！感谢鼓励，我们会继续用心，让每一位顾客都感受到这份诚意！,nan,nan,nan,nan,nan
美团,2026-08-11,2026-08-11T22:28:37,煌上煌酱鸭(吉安县城东菜场店),吉安,,,3.0,5.0,满意,太抠了吧 就给一个手套 ……,真的很不好意思，我们疏忽了手套的提供。感谢您的提醒，我们会立即改进，确保每位顾客都能得到所需的所有物品。希望您能再给我们一次机会，我们会做得更好。,nan,nan,nan,nan,"香辣蟹钳(约250克（大份）),单价45.8*数量1"
美团,2026-08-10,2026-08-10T19:15:28,煌上煌酱鸭(吉安县城东菜场店),吉安,,,5.0,1.0,不满意,"实物跟商家描述一致，所见即所得, ",感谢您的认可与肯定，期待能持续为您带来美味体验！,nan,nan,nan,nan,nan
美团,2026-08-09,2026-08-09T23:03:10,煌上煌酱鸭(吉安县城东菜场店),吉安,,,5.0,1.0,不满意,nan,收到您的好评，我们干劲满满！感谢认可，我们会继续努力，不断提升品质，期待再次为您服务！,nan,nan,nan,nan,nan
美团,2026-08-09,2026-08-09T20:18:55,煌上煌酱鸭(吉安县城东菜场店),吉安,,,5.0,1.0,不满意,nan,收到您的肯定很开心！我们会继续用心服务每一位顾客，不断提升品质，期待与您再次相遇，祝您笑口常开！,nan,nan,nan,nan,nan
美团,2026-08-08,2026-08-08T18:36:05,煌上煌酱鸭(吉安县城东菜场店),吉安,,,5.0,1.0,不满意,"餐品包装严密完好, ",感谢您认可餐品的严密包装，您的肯定让我们很开心，期待下次继续为您服务！,nan,nan,nan,nan,nan
美团,2026-08-08,2026-08-08T17:35:15,煌上煌酱鸭(吉安县城东菜场店),吉安,,,5.0,1.0,不满意,"这家店的外卖包装干净卫生, ",感谢您认可我们外卖包装的干净卫生，期待能继续为您带来满意体验！,nan,nan,nan,nan,nan
美团,2026-08-13,2026-08-13T11:52:29,煌上煌酱鸭(卤味饭·樟树店),宜春,,,5.0,1.0,不满意,nan,收到您的好评，我们干劲十足！感谢您的认可，我们会像对待第一单生意一样，永远保持热情和真诚，欢迎您随时回来！,nan,nan,nan,nan,nan
美团,2026-08-14,2026-08-14T21:23:45,煌上煌酱鸭(吉安县城东菜场店),吉安,5.0,5.0,5.0,5.0,满意,nan,nan,nan,nan,nan,nan,nan
美团,2026-08-13,2026-08-13T23:34:49,煌上煌酱鸭(吉安县城东菜场店),吉安,4.0,0.0,0.0,1.0,不满意,#包装不错 ,nan,nan,nan,nan,nan,nan
美团,2026-08-13,2026-08-13T21:27:44,煌上煌酱鸭(吉安县城东菜场店),吉安,,,5.0,1.0,不满意,nan,您的好评已签收，像拆开一份小礼物，满满的感动！我们会继续加油，用心服务好每一位顾客。,nan,nan,nan,nan,nan
美团,2026-08-06,2026-08-06T14:35:32,煌上煌酱鸭(苏州相城龙湖天街店),苏州,,,5.0,5.0,满意,nan,谢谢亲的鼓励！您的满意是我们前进的光，我们会保持初心，不断提升，期待下次与您相遇～,nan,nan,nan,nan,"香卤耳丝50g【任选3份起拌】(50克,微辣),单价12.8*数量1/米饭1份(1人份),单价3.0*数量1/酱香鹌鹑1只(1只),单价10.9*数量1/【招牌新品】手撕酱鸭炒饭(300克,微辣),单价18.0*数量1"
美团,2026-08-04,2026-08-04T10:31:27,煌上煌酱鸭(苏州相城龙湖天街店),苏州,,,3.0,5.0,满意,差,非常抱歉让您感到不愉快，我们一定会改进并提升服务和食品质量。期待再次为您服务，希望能有机会弥补这次的不足。,nan,荤素双拼套餐随心配,nan,nan,"荤素双拼套餐随心配(1人份,素菜双拼100g,香卤鸭脖（甜辣）80g),单价22.8*数量1"
美团,2026-08-09,2026-08-09T21:44:36,煌上煌酱鸭(苏州相城龙湖天街店),苏州,,,5.0,5.0,满意,nan,谢谢您的好评！这份认可让我们更有信心，我们会继续用真诚和热情，为您带来更多美好的体验。,nan,nan,nan,nan,"手撕酱鸭炒饭+2鸭翅中+1鸭掌套餐(1人份,微辣手撕酱鸭炒饭,不辣鸭翅中2个,微辣鸭掌1个),单价28.6*数量1/香卤耳丝套餐（含米饭）(1人份,香卤耳丝100g,随机素菜100g,米饭1份),单价34.8*数量1"
美团,2026-08-14,2026-08-14T15:14:36,煌上煌酱鸭(苏州相城龙湖天街店),苏州,,,5.0,5.0,满意,nan,nan,nan,nan,nan,nan,nan
美团,2026-08-12,2026-08-12T20:50:08,煌上煌酱鸭(苏州相城龙湖天街店),苏州,,,5.0,5.0,满意,nan,哇，收到您的好评超开心！感谢亲的鼓励，我们会继续用心做事，不断提升品质，欢迎您随时再来！,nan,nan,nan,nan,"香卤鸭胗50g【任选3份起拌】(50克),单价9.9*数量1/香卤鸭板肠（微辣）50g【任选3份起拌】(50克),单价13.9*数量1/香卤鸭掌1个(1个,微辣),单价4.8*数量1"
美团,2026-08-03,2026-08-03T11:19:34,煌上煌酱鸭(万寿宫带子街店),南昌,,,5.0,5.0,满意,卤鸭脖入味十足，肉质紧实有嚼劲，香辣醇香，越啃越上头，追剧必备小零食！,nan,nan,nan,nan,nan,"香卤鸭脖(160（约8节）,微辣),单价19.5*数量1/香卤鸭锁骨 1个(60克),单价9.0*数量1"
美团,2026-08-10,2026-08-10T12:15:51,煌上煌酱鸭(万寿宫带子街店),南昌,,,5.0,5.0,满意,餐品物有所值，很划算，菜品食材新鲜又卫生，餐品分量非常扎实，，直接带回家。,nan,nan,nan,nan,nan,"经典非遗酱鸭350g(1只),单价63.8*数量1/[非遗手撕酱鸭]招牌必吃(约110克（小份）,酱辣),单价25.5*数量1"
美团,2026-08-08,2026-08-08T20:14:18,煌上煌酱鸭(万寿宫带子街店),南昌,,,5.0,5.0,满意,“份量充足”“包装精美”好吃,nan,nan,nan,nan,nan,"[非遗手撕酱鸭]招牌必吃(约150克（中份）,江西辣),单价35.8*数量1"
美团,2026-08-06,2026-08-06T23:07:11,煌上煌酱鸭(黄龙店·鸭脖·卤味),温州,,,5.0,5.0,满意,包装很好#手撕酱鸭110g(酱辣味~全国热销一亿份！)# #【夏日随心配】2素自选#有看备注下次还会点的！味道绝了非常好吃好吃的没话说加入回购清单，这家店的外卖包装干净卫生，,nan,nan,nan,nan,nan,"招牌鸭掌[1个](不辣),单价4.9*数量1/手撕酱鸭110g(酱辣味~全国热销一亿份！)(110克),单价26.8*数量1/【夏日随心配】2素自选(200克,香卤海带结100g,香辣藕片100g,素菜默认微辣),单价13.63*数量1/招牌鸭锁骨[1个](不辣),单价6.9*数量2/招牌鸭翅中[1个](不辣),单价3.5*数量2"
美团,2026-08-03,2026-08-03T18:45:45,煌上煌酱鸭(黄龙店·鸭脖·卤味),温州,,,5.0,5.0,满意,“菜品新鲜”“味道不错”“份量充足”“分格餐盒”#特色三拼丨鸡翅尖+鸭胗+腐竹+豆筋+米饭# 菜品新鲜 味道不错 分量充足 分格餐盒 棒,谢谢你的五星好评！很高兴你喜欢我们的菜品和用餐体验。我们会继续努力保持新鲜和品质。期待你的下次光临！,nan,nan,nan,nan,"特色三拼丨鸡翅尖+鸭胗+腐竹+豆筋+米饭(1人份),单价33.8*数量1"
美团,2026-08-06,2026-08-06T21:16:25,煌上煌酱鸭(直属合肥步行街店),合肥,,,5.0,5.0,满意,实物跟商家描述一致，所见即所得，这家店的外卖包装干净卫生，餐品分量非常扎实，加入回购清单，,感谢亲对我们小店菜品的认可！本店将食物的美味与品质作为我们一直以来的追求，您的支持与认可一定会让我们走的更远！,nan,nan,nan,nan,"手撕酱鸭炒饭1份+2个鸭翅中+1个锁骨+鸭脖3节(1人份,微辣手撕酱鸭炒饭1份,甜辣鸭翅中2个,甜辣鸭锁骨1个,甜辣鸭脖3个),单价33.8*数量1"
美团,2026-08-06,2026-08-06T19:30:52,煌上煌酱鸭(直属合肥步行街店),合肥,,,5.0,5.0,满意,餐品包装严密完好，餐品分量非常扎实，餐品物有所值，很划算，,感谢亲对我们小店菜品的认可！本店将食物的美味与品质作为我们一直以来的追求，您的支持与认可一定会让我们走的更远！,nan,nan,nan,nan,"香辣卤藕片（建议三份起拌）(50克,微辣),单价3.5*数量1/香辣海带结50g（建议三份起拌）(50克,微辣),单价3.5*数量1/招牌手撕酱鸭套餐（含米饭）(1人份,不辣手撕酱鸭100g,随机素菜100g,米饭1份),单价32.8*数量1/香辣腐竹50g（建议三份起拌）(50克,微辣),单价3.5*数量1"
美团,2026-08-06,2026-08-06T18:53:12,煌上煌酱鸭(直属合肥步行街店),合肥,,,5.0,1.0,不满意,"加入回购清单, 菜品食材新鲜又卫生, 餐品包装严密完好, ",感谢亲对我们小店菜品的认可！本店将食物的美味与品质作为我们一直以来的追求，您的支持与认可一定会让我们走的更远！,nan,nan,nan,nan,nan
美团,2026-08-06,2026-08-06T13:56:27,煌上煌酱鸭(直属合肥步行街店),合肥,,,5.0,5.0,满意,加入回购清单，餐品分量非常扎实，菜品食材新鲜又卫生，,感谢亲对我们小店菜品的认可！本店将食物的美味与品质作为我们一直以来的追求，您的支持与认可一定会让我们走的更远！,nan,nan,nan,nan,"招牌手撕酱鸭套餐（含米饭）(1人份,香辣手撕酱鸭100g,随机素菜100g,米饭1份),单价32.8*数量1"
美团,2026-08-05,2026-08-05T21:49:04,煌上煌酱鸭(直属合肥步行街店),合肥,,,5.0,5.0,满意,手撕酱鸭份量充足，包装完好，很有劲道，味道也很好，菜也蛮多的，送的也很快,感谢亲对我们小店菜品的认可！本店将食物的美味与品质作为我们一直以来的追求，您的支持与认可一定会让我们走的更远！,nan,nan,nan,nan,"招牌手撕酱鸭套餐（含米饭）(1人份,不辣手撕酱鸭100g,随机素菜100g,米饭1份),单价32.8*数量1/【卷到同行关门】超爽口鸡翅尖1个?点小星星(1个),单价1.2*数量5"
美团,2026-08-05,2026-08-05T19:39:55,煌上煌酱鸭(直属合肥步行街店),合肥,,,5.0,5.0,满意,炒饭是一粒粒的，口感不错，卤鸭脖也非常入味,感谢亲对我们小店菜品的认可！本店将食物的美味与品质作为我们一直以来的追求，您的支持与认可一定会让我们走的更远！,nan,nan,nan,nan,"手撕酱鸭炒饭1份+2个鸭翅中+1个锁骨+鸭脖3节(1人份,微辣手撕酱鸭炒饭1份,甜辣鸭翅中2个,甜辣鸭锁骨1个,不辣鸭脖3个),单价33.8*数量1"
